wiek;przychod;czas_na_stronie_min;liczba_wizyt;godzina_wejscia;dzien_tygodnia;typ_klienta;region;kupil
54;8988;29;3;23;6;powracajacy;poludnie;1
67;1816;49;15;5;6;nowy;poludnie;0
67;6121;9;10;1;1;nowy;polnoc;0
26;6565;3;13;11;4;nowy;polnoc;0
41;2491;1;3;4;7;vip;polnoc;0
54;5454;44;15;1;6;powracajacy;zachod;0
27;7574;15;5;10;5;powracajacy;wschod;0
31;4215;59;3;5;1;powracajacy;zachod;0
36;2311;32;17;19;6;vip;poludnie;1
54;1384;5;3;4;6;vip;poludnie;0
42;5889;54;7;4;3;nowy;zachod;0
20;4947;19;2;14;2;powracajacy;polnoc;1
31;6503;10;18;7;5;nowy;poludnie;0
44;4682;59;5;23;6;powracajacy;polnoc;1
20;6026;57;2;8;2;nowy;poludnie;0
63;6942;5;3;8;4;nowy;zachod;1
31;8229;17;18;5;2;powracajacy;centrum;1
36;4662;57;19;9;7;nowy;zachod;0
36;4394;18;11;20;3;powracajacy;centrum;0
53;8908;5;5;7;2;nowy;centrum;0
32;7013;46;4;10;3;nowy;polnoc;0
18;9482;44;7;16;4;vip;centrum;1
51;8652;23;15;2;2;powracajacy;poludnie;0
50;6051;58;8;13;6;nowy;poludnie;1
65;4093;23;7;1;5;nowy;polnoc;0
51;6143;19;11;17;4;nowy;poludnie;0
25;4079;22;18;0;4;powracajacy;zachod;0
22;7718;59;17;16;2;nowy;wschod;0
22;1079;28;15;9;1;powracajacy;polnoc;0
32;8385;18;17;4;5;powracajacy;centrum;0
62;7031;33;13;19;4;powracajacy;zachod;0
66;2553;17;3;6;1;nowy;zachod;0
64;2431;38;3;21;2;powracajacy;wschod;0
50;5133;49;16;23;7;powracajacy;zachod;0
64;1546;45;7;14;2;powracajacy;poludnie;0
61;2768;44;16;18;4;nowy;centrum;0
60;6339;52;7;6;2;powracajacy;poludnie;0
32;7262;55;13;15;7;nowy;wschod;0
66;2046;23;7;21;2;powracajacy;poludnie;0
49;8892;44;18;13;4;nowy;centrum;0
28;8414;5;16;14;7;powracajacy;poludnie;0
48;2796;3;6;23;7;nowy;polnoc;0
23;2665;42;15;10;3;powracajacy;wschod;0
51;4988;14;15;22;1;powracajacy;centrum;0
61;3957;23;5;12;5;powracajacy;centrum;0
56;3565;50;14;12;5;powracajacy;wschod;0
67;6244;11;11;11;3;nowy;centrum;0
37;5517;36;10;3;1;nowy;wschod;0
30;9071;45;5;16;1;nowy;wschod;0
52;7177;16;4;9;7;nowy;zachod;0
23;7532;29;19;0;4;nowy;wschod;0
28;9847;50;17;11;2;powracajacy;poludnie;0
42;6032;49;16;7;3;nowy;centrum;0
28;4910;44;7;9;4;powracajacy;polnoc;0
53;9230;9;4;4;5;nowy;poludnie;0
34;7655;22;1;7;5;nowy;wschod;1
56;5453;40;19;0;4;nowy;wschod;0
40;2175;9;13;23;4;nowy;centrum;0
57;9456;10;15;21;7;vip;polnoc;1
21;8719;36;5;21;6;nowy;poludnie;1
54;5637;45;3;2;4;powracajacy;centrum;1
46;3166;40;10;21;1;nowy;zachod;0
60;5099;40;15;8;3;nowy;centrum;0
25;8649;19;6;18;4;nowy;zachod;0
66;4399;46;3;1;3;powracajacy;poludnie;0
57;2847;53;3;11;5;powracajacy;wschod;0
58;6938;20;17;17;7;nowy;poludnie;0
68;8589;41;10;22;1;vip;zachod;0
26;9103;4;18;18;4;powracajacy;centrum;1
69;4465;9;5;6;5;nowy;zachod;0
24;9413;48;18;15;2;nowy;wschod;0
49;1645;45;11;5;1;nowy;poludnie;0
47;8029;31;8;5;6;powracajacy;zachod;0
33;8445;56;1;7;2;nowy;polnoc;0
18;3234;39;8;9;7;powracajacy;wschod;0
27;9677;4;1;8;4;nowy;centrum;0
33;9952;48;17;18;6;powracajacy;wschod;0
42;6473;2;5;7;7;powracajacy;polnoc;0
64;2479;52;18;6;1;powracajacy;zachod;0
43;1987;53;12;5;3;nowy;zachod;0
50;6139;29;19;2;2;nowy;polnoc;0
58;6865;37;6;12;4;powracajacy;poludnie;0
34;5965;36;14;3;4;nowy;wschod;0
19;6881;34;15;2;7;vip;polnoc;0
46;5452;40;4;20;7;nowy;poludnie;1
42;4705;3;11;15;7;nowy;centrum;0
24;6555;42;12;0;4;nowy;zachod;0
66;4566;55;19;11;7;nowy;poludnie;0
61;9251;57;2;22;3;nowy;centrum;0
34;4269;44;7;7;7;vip;poludnie;1
54;8323;59;1;1;5;powracajacy;wschod;0
60;7751;59;4;14;2;powracajacy;poludnie;0
61;5366;57;19;22;5;nowy;wschod;0
49;2245;23;12;22;7;powracajacy;wschod;0
23;8245;42;9;4;5;powracajacy;polnoc;0
45;5516;46;6;8;2;vip;wschod;1
29;3560;51;2;5;6;nowy;poludnie;1
31;3864;15;6;1;4;powracajacy;poludnie;0
39;2124;48;17;18;4;powracajacy;wschod;0
47;1076;22;12;6;3;nowy;centrum;0
40;9930;40;18;2;2;nowy;zachod;0
33;5319;27;8;8;5;powracajacy;zachod;0
28;5005;18;10;7;1;nowy;wschod;1
68;4706;36;9;2;7;nowy;polnoc;0
35;1527;40;19;18;6;nowy;zachod;0
42;3335;12;12;4;7;nowy;zachod;0
54;5106;23;18;10;7;powracajacy;wschod;0
43;2470;58;15;7;5;powracajacy;poludnie;0
31;9415;16;8;17;3;nowy;wschod;0
36;2899;7;4;8;6;powracajacy;poludnie;0
19;4943;2;14;1;5;nowy;polnoc;0
30;6746;52;2;7;2;nowy;zachod;0
32;9927;31;8;7;2;nowy;centrum;0
28;5227;21;9;22;3;nowy;polnoc;0
18;7795;42;4;6;5;powracajacy;polnoc;0
40;8898;56;11;7;2;vip;zachod;1
46;8425;16;16;17;4;powracajacy;zachod;0
20;6554;22;9;21;1;powracajacy;poludnie;0
18;1264;26;7;23;3;powracajacy;wschod;0
22;8731;59;14;20;6;nowy;poludnie;0
39;7541;34;16;21;2;nowy;polnoc;0
69;3231;34;12;6;3;powracajacy;wschod;0
61;9989;5;1;10;4;nowy;zachod;0
41;4755;37;9;12;6;nowy;poludnie;0
53;4320;58;11;10;3;powracajacy;centrum;1
23;1522;27;13;0;6;powracajacy;centrum;1
18;2493;23;3;20;1;vip;wschod;1
45;8176;53;18;5;2;powracajacy;zachod;0
47;6806;50;11;19;4;powracajacy;centrum;0
52;6127;23;3;14;4;nowy;poludnie;0
53;6789;44;19;7;6;nowy;poludnie;0
62;1751;34;8;6;1;nowy;poludnie;0
52;3493;29;6;9;3;nowy;zachod;0
35;2619;58;1;23;7;nowy;polnoc;0
37;5382;25;13;10;7;nowy;polnoc;0
36;7351;45;9;17;3;nowy;polnoc;0
31;3408;53;1;4;2;powracajacy;zachod;0
55;9062;40;15;23;2;powracajacy;zachod;0
30;4775;47;2;0;5;powracajacy;zachod;0
35;2302;22;2;4;1;nowy;centrum;0
65;7382;22;15;11;7;powracajacy;polnoc;0
42;5893;27;4;8;2;vip;wschod;0
56;7345;10;7;2;2;vip;centrum;0
47;2924;18;2;18;2;powracajacy;centrum;0
25;5512;1;6;2;3;nowy;polnoc;0
26;2130;17;9;6;7;nowy;polnoc;0
63;7821;34;8;7;7;nowy;wschod;0
69;5655;32;16;18;6;nowy;zachod;0
27;4733;48;1;7;3;powracajacy;wschod;0
52;1628;15;15;2;2;nowy;poludnie;0
31;5017;43;10;17;6;powracajacy;wschod;0
18;7414;29;18;14;6;powracajacy;zachod;0
40;1017;46;12;22;1;nowy;polnoc;0
53;9625;38;15;16;5;nowy;polnoc;0
26;1860;6;14;15;3;vip;wschod;0
53;9657;15;8;22;2;nowy;zachod;0
42;3658;35;15;11;7;powracajacy;centrum;0
44;2353;7;3;4;6;powracajacy;wschod;0
58;8426;1;6;17;5;powracajacy;poludnie;0
30;2861;45;8;22;3;powracajacy;zachod;0
21;8157;38;7;6;6;vip;poludnie;1
25;3097;17;6;8;6;nowy;centrum;0
67;5641;8;15;14;7;nowy;zachod;0
49;4823;19;10;23;4;nowy;wschod;0
55;7683;57;1;6;3;powracajacy;zachod;0
36;9869;53;18;10;6;vip;polnoc;1
58;8826;49;7;23;4;powracajacy;wschod;0
29;2227;41;10;3;4;nowy;poludnie;0
39;8678;14;2;19;2;nowy;zachod;1
31;3569;22;1;10;2;powracajacy;zachod;0
49;6627;45;2;10;1;vip;centrum;0
20;6531;38;5;7;3;nowy;wschod;1
38;8595;21;13;7;6;vip;wschod;1
50;9183;3;7;7;1;powracajacy;centrum;0
67;3452;44;14;3;5;nowy;zachod;0
34;7178;30;14;15;5;powracajacy;polnoc;0
21;6930;34;11;15;5;nowy;zachod;0
30;4081;19;6;14;1;nowy;wschod;0
32;9606;47;16;17;7;nowy;zachod;0
68;6850;7;2;4;4;nowy;zachod;0
42;9222;5;16;20;4;powracajacy;poludnie;0
67;2708;17;4;16;6;nowy;polnoc;0
20;9365;44;2;0;5;nowy;centrum;0
26;5897;33;11;4;4;nowy;centrum;0
21;3786;54;17;2;5;nowy;zachod;0
48;6560;45;14;15;2;nowy;wschod;0
39;7343;30;8;23;3;powracajacy;poludnie;0
26;5231;40;9;0;2;powracajacy;poludnie;0
68;7793;36;1;10;5;nowy;polnoc;0
60;6218;52;14;11;7;nowy;wschod;0
32;1241;32;7;10;5;powracajacy;wschod;0
40;5874;18;13;16;4;powracajacy;poludnie;0
55;8239;32;16;18;5;nowy;polnoc;0
28;1108;48;18;9;6;nowy;polnoc;0
28;5541;10;15;12;3;nowy;centrum;0
53;4839;57;7;8;3;powracajacy;polnoc;0
57;9251;42;13;9;5;powracajacy;zachod;0
49;9507;8;3;19;4;powracajacy;centrum;0
20;6033;37;11;16;2;powracajacy;poludnie;0
53;4072;15;12;4;6;nowy;wschod;0
42;5525;34;6;14;6;powracajacy;wschod;1
62;6836;38;5;22;1;powracajacy;zachod;1
20;7175;38;1;16;7;powracajacy;polnoc;0
29;3605;41;3;21;2;powracajacy;polnoc;0
38;7759;56;4;22;4;powracajacy;polnoc;0
38;7421;33;12;13;3;powracajacy;wschod;0
69;4079;38;14;6;7;nowy;poludnie;0
60;7173;48;8;6;5;powracajacy;centrum;0
26;8712;22;12;5;5;nowy;polnoc;0
62;6526;17;8;20;3;powracajacy;wschod;0
40;8747;35;1;6;3;powracajacy;polnoc;0
40;3875;40;17;18;2;nowy;polnoc;0
35;7104;6;14;19;6;powracajacy;polnoc;1
48;3411;17;12;12;5;powracajacy;wschod;0
35;6687;36;1;12;4;powracajacy;poludnie;1
35;1442;2;7;16;7;vip;polnoc;0
32;7307;46;1;22;4;nowy;centrum;1
54;3849;54;8;15;1;nowy;polnoc;0
25;2070;54;12;1;4;powracajacy;polnoc;0
34;1730;44;7;8;2;powracajacy;zachod;0
55;2320;36;4;13;3;powracajacy;poludnie;0
53;7977;14;9;20;1;nowy;zachod;0
27;1118;15;4;1;7;nowy;poludnie;0
42;3317;52;17;21;5;nowy;wschod;0
61;9949;8;15;7;4;nowy;wschod;0
37;8107;11;5;15;7;nowy;wschod;0
18;2007;14;15;18;2;nowy;wschod;0
34;8909;42;14;12;1;powracajacy;poludnie;0
24;8216;43;1;4;6;powracajacy;wschod;0
60;2955;13;19;3;7;vip;centrum;0
53;7226;14;15;6;4;nowy;zachod;0
58;1641;39;17;1;4;powracajacy;polnoc;0
63;6066;34;13;20;7;powracajacy;zachod;0
52;4886;15;3;9;1;powracajacy;zachod;0
57;7142;4;6;5;6;nowy;wschod;0
30;1028;37;15;23;1;nowy;wschod;0
36;9723;3;12;23;4;vip;wschod;1
43;7790;35;16;9;3;powracajacy;zachod;1
30;4865;35;8;0;7;powracajacy;zachod;0
42;8906;56;12;16;3;nowy;wschod;0
37;1488;15;4;20;7;powracajacy;poludnie;0
23;9904;30;8;22;3;powracajacy;poludnie;0
55;2290;52;7;23;5;vip;wschod;1
51;3644;46;1;23;5;nowy;poludnie;0
41;3344;18;11;2;5;nowy;wschod;0
25;4862;47;4;22;3;powracajacy;centrum;0
32;1184;54;6;2;3;nowy;polnoc;0
49;9301;11;18;1;1;nowy;poludnie;0
27;1354;29;7;7;4;nowy;centrum;0
58;2600;5;1;3;1;nowy;centrum;0
24;7245;54;18;12;4;vip;centrum;0
61;7472;54;8;13;7;powracajacy;wschod;0
57;1932;39;13;23;7;powracajacy;poludnie;0
66;8041;23;3;22;7;powracajacy;polnoc;1
30;9314;23;1;16;1;nowy;wschod;0
29;9465;19;8;6;5;nowy;wschod;0
60;6051;6;17;14;6;nowy;polnoc;0
64;1634;34;2;10;4;nowy;poludnie;0
31;4985;57;12;10;7;powracajacy;centrum;0
41;7322;58;4;20;3;powracajacy;poludnie;1
19;8076;41;5;19;4;powracajacy;wschod;0
18;9125;31;4;4;4;nowy;zachod;0
65;9031;1;14;17;5;nowy;zachod;0
28;8502;35;4;16;5;powracajacy;wschod;1
48;9805;29;5;12;6;nowy;poludnie;1
58;2221;34;10;11;5;vip;wschod;0
46;1004;16;11;9;7;powracajacy;centrum;0
45;6887;20;4;8;2;nowy;wschod;0
42;2361;56;13;18;2;powracajacy;centrum;0
61;5344;29;14;4;5;vip;wschod;0
60;9205;28;4;20;2;nowy;wschod;0
24;2018;45;14;5;1;nowy;zachod;0
45;3719;38;6;8;3;nowy;poludnie;0
47;4544;3;12;13;4;powracajacy;centrum;0
32;7709;54;1;22;2;powracajacy;zachod;0
32;9355;30;14;10;6;powracajacy;poludnie;0
33;9256;58;3;12;5;powracajacy;polnoc;1
56;7414;57;3;19;4;powracajacy;wschod;0
55;3427;20;9;20;5;powracajacy;zachod;0
23;9470;21;4;20;7;nowy;centrum;1
53;1904;45;6;3;3;nowy;polnoc;0
61;7620;52;10;12;6;nowy;polnoc;0
29;9734;51;8;13;3;nowy;polnoc;0
42;6999;57;12;18;6;powracajacy;centrum;0
24;9180;39;10;8;1;powracajacy;centrum;0
64;7064;33;15;17;2;powracajacy;polnoc;0
57;7929;15;14;12;3;powracajacy;wschod;0
68;9674;21;14;6;2;powracajacy;centrum;1
48;5755;56;9;22;2;powracajacy;centrum;0
49;1969;21;19;2;1;nowy;wschod;0
54;3562;28;1;22;4;nowy;centrum;0
18;2059;33;18;8;3;vip;poludnie;0
65;2072;3;7;1;1;nowy;wschod;0
38;7458;6;13;16;1;nowy;wschod;0
41;6834;44;3;1;1;nowy;wschod;0
60;9617;29;19;6;1;powracajacy;centrum;0
56;9638;33;10;10;7;nowy;wschod;1
60;3989;28;3;13;4;powracajacy;centrum;0
36;6203;59;18;14;7;nowy;polnoc;0
40;9913;43;17;0;5;nowy;centrum;0
50;1862;13;19;18;6;nowy;centrum;0
23;3756;11;8;22;1;nowy;wschod;0
27;3896;42;16;14;5;nowy;polnoc;0
32;8402;37;7;13;5;nowy;centrum;0
54;4671;3;6;11;6;nowy;centrum;0
35;4348;25;7;7;5;nowy;wschod;0
22;9843;19;5;8;5;powracajacy;wschod;0
48;5609;6;14;9;3;powracajacy;polnoc;0
28;4887;10;5;21;3;nowy;centrum;1
41;2190;7;2;4;7;nowy;wschod;0
50;9485;41;2;16;4;powracajacy;centrum;0
62;6860;57;17;5;4;powracajacy;wschod;1
49;6114;14;12;8;3;nowy;centrum;0
47;7894;20;9;13;7;powracajacy;centrum;1
39;7877;59;15;14;7;powracajacy;poludnie;0
40;5915;15;18;1;6;nowy;polnoc;0
27;3684;28;18;3;6;powracajacy;polnoc;0
38;8978;15;4;1;5;powracajacy;zachod;0
39;5919;18;5;21;6;nowy;wschod;0
47;7657;32;8;7;1;nowy;polnoc;0
26;7461;13;8;7;1;vip;zachod;1
26;7128;40;15;4;3;powracajacy;zachod;0
47;7563;33;6;2;3;powracajacy;polnoc;0
36;8817;2;11;18;3;nowy;centrum;0
34;9883;11;4;6;7;powracajacy;zachod;0
47;8269;33;3;11;6;vip;zachod;1
57;1780;36;2;0;1;nowy;poludnie;0
39;4733;22;14;3;7;nowy;polnoc;0
40;1588;9;10;14;4;nowy;centrum;0
57;1771;7;1;5;6;powracajacy;centrum;0
34;9927;48;4;9;4;nowy;poludnie;1
55;2760;1;17;11;6;nowy;centrum;0
33;6063;17;19;15;5;vip;poludnie;0
24;8938;54;3;2;1;vip;centrum;0
27;6037;24;13;15;7;powracajacy;zachod;0
23;7306;13;16;21;1;nowy;wschod;1
43;3461;25;14;13;5;vip;wschod;0
68;6445;15;3;16;6;powracajacy;poludnie;0
48;3275;31;4;7;4;nowy;centrum;0
53;7874;13;9;13;2;nowy;centrum;0
62;4052;40;10;21;4;vip;poludnie;1
18;7694;29;13;20;7;nowy;polnoc;0
61;9850;16;10;15;7;nowy;zachod;0
19;8258;49;4;20;6;powracajacy;polnoc;1
22;9926;17;11;8;1;nowy;poludnie;0
48;4164;2;1;0;5;nowy;wschod;0
64;7015;51;11;18;2;powracajacy;poludnie;0
68;4207;35;8;2;3;nowy;wschod;0
25;4967;41;5;20;1;powracajacy;wschod;0
67;8854;34;4;5;2;nowy;poludnie;0
19;3535;34;16;2;1;powracajacy;polnoc;0
52;1665;31;16;3;3;nowy;zachod;0
39;4594;19;4;5;6;nowy;poludnie;0
28;9367;46;19;23;2;powracajacy;poludnie;0
18;1150;50;9;23;5;nowy;wschod;0
56;5938;43;7;0;4;powracajacy;centrum;0
56;8963;13;14;5;5;nowy;polnoc;0
61;5957;24;9;20;4;powracajacy;zachod;0
66;3039;52;12;6;6;nowy;zachod;0
59;4752;54;16;20;1;powracajacy;poludnie;0
39;8117;39;14;16;2;vip;poludnie;1
44;2279;16;18;6;1;nowy;poludnie;0
26;2418;52;15;20;4;nowy;polnoc;0
52;9841;40;16;13;3;nowy;polnoc;1
35;1909;35;10;2;5;powracajacy;centrum;0
37;5276;2;14;23;1;vip;centrum;1
61;9766;6;14;13;5;nowy;zachod;0
63;2986;32;5;8;2;nowy;centrum;0
21;9485;40;9;4;5;nowy;zachod;0
18;9418;40;4;21;7;vip;poludnie;0
45;8756;59;18;5;6;nowy;centrum;0
45;1099;37;8;13;2;nowy;zachod;0
60;4880;12;3;22;2;nowy;polnoc;0
51;4342;8;11;23;5;nowy;centrum;0
30;1367;20;3;1;3;nowy;centrum;0
25;7178;35;12;22;4;powracajacy;poludnie;1
38;7122;47;2;19;2;nowy;polnoc;1
47;4224;5;16;19;6;nowy;polnoc;0
19;6394;24;1;15;3;nowy;centrum;0
55;4105;34;8;17;4;nowy;zachod;0
25;5734;24;6;14;6;vip;polnoc;1
54;4763;28;1;2;4;nowy;centrum;0
60;2888;41;12;4;1;nowy;poludnie;0
18;1208;40;11;2;6;powracajacy;centrum;0
40;5464;14;7;10;6;powracajacy;centrum;0
51;4379;56;18;6;4;nowy;zachod;0
42;1605;33;3;10;4;vip;centrum;0
35;1111;43;17;12;6;nowy;wschod;0
33;7928;45;9;4;2;nowy;wschod;0
39;2612;40;1;13;5;vip;zachod;1
54;1078;35;8;3;6;nowy;poludnie;0
48;1294;33;9;7;6;vip;wschod;0
19;6532;23;19;2;7;nowy;centrum;0
46;9956;9;5;7;7;powracajacy;centrum;0
52;6867;17;12;16;4;powracajacy;polnoc;0
31;3676;15;9;4;2;nowy;wschod;0
64;9587;20;18;23;3;nowy;poludnie;0
64;9558;20;13;17;6;vip;poludnie;1
22;8004;39;14;20;6;nowy;centrum;0
66;7535;56;8;5;1;nowy;zachod;0
39;8358;16;2;10;1;powracajacy;centrum;0
38;1364;46;1;13;6;nowy;wschod;0
23;7866;55;12;6;6;nowy;poludnie;0
47;2041;34;18;17;2;powracajacy;centrum;0
37;5520;42;18;0;7;powracajacy;centrum;0
38;2915;12;4;19;3;nowy;centrum;0
18;7944;15;16;22;5;vip;centrum;1
51;2254;56;16;21;1;vip;wschod;0
62;7225;38;7;10;4;nowy;zachod;0
33;9025;21;16;23;3;powracajacy;poludnie;0
28;5510;58;18;12;2;powracajacy;polnoc;0
20;5040;17;2;15;6;nowy;poludnie;0
55;3536;59;16;7;3;nowy;zachod;0
18;8786;19;8;1;3;powracajacy;polnoc;0
21;7294;47;6;17;6;vip;polnoc;1
66;5127;18;4;15;3;powracajacy;zachod;0
50;4831;17;8;0;1;nowy;poludnie;1
24;2070;21;11;1;5;nowy;poludnie;0
63;6275;39;7;12;2;nowy;wschod;1
61;8933;52;13;22;1;nowy;poludnie;0
44;7107;3;6;15;4;nowy;poludnie;0
22;1833;47;14;13;4;nowy;zachod;0
56;8051;59;12;13;5;nowy;polnoc;0
39;3430;31;12;15;6;powracajacy;zachod;0
24;7874;1;2;21;1;powracajacy;poludnie;0
38;5869;15;1;9;2;nowy;zachod;0
59;5885;38;7;23;3;vip;zachod;1
68;8359;42;13;2;2;nowy;zachod;0
26;7028;10;19;1;1;nowy;poludnie;0
26;7830;56;1;20;1;powracajacy;centrum;0
65;3072;44;6;10;7;nowy;wschod;1
55;7591;25;3;10;5;nowy;wschod;0
68;5645;1;6;16;6;nowy;polnoc;0
18;2659;51;8;19;5;powracajacy;centrum;0
37;4701;27;6;4;1;nowy;polnoc;0
62;2055;58;16;18;5;nowy;poludnie;0
36;3329;58;3;2;1;nowy;zachod;0
39;5295;33;17;22;2;nowy;wschod;0
44;9310;32;8;14;1;nowy;wschod;0
69;2737;9;12;21;4;powracajacy;centrum;0
61;3330;35;10;20;7;nowy;zachod;0
26;2405;23;16;8;2;nowy;polnoc;0
63;2250;4;9;1;6;nowy;polnoc;1
34;1119;47;10;10;2;powracajacy;centrum;0
53;1018;14;3;9;6;vip;zachod;0
53;9961;22;14;5;2;nowy;centrum;0
62;1897;6;1;22;3;nowy;polnoc;0
32;2285;48;10;1;6;powracajacy;polnoc;0
68;4263;41;17;23;7;powracajacy;poludnie;0
62;5183;59;2;22;7;nowy;poludnie;0
61;4846;40;5;5;1;nowy;centrum;0
61;4899;10;14;1;5;nowy;centrum;0
46;8614;33;16;6;4;nowy;polnoc;0
59;3882;7;7;1;2;powracajacy;wschod;0
23;9067;22;1;17;4;vip;wschod;1
62;6576;2;8;22;5;powracajacy;zachod;0
58;2672;13;2;3;6;powracajacy;polnoc;0
27;5038;31;14;16;3;powracajacy;wschod;0
59;8549;36;19;0;3;vip;polnoc;0
31;3071;42;9;1;6;powracajacy;poludnie;0
48;5153;27;16;1;1;vip;zachod;0
32;3619;26;3;14;1;nowy;centrum;0
31;6842;37;17;5;3;vip;zachod;0
37;6958;9;3;6;3;nowy;zachod;0
42;9266;12;3;0;6;nowy;zachod;0
42;6580;45;19;17;6;powracajacy;zachod;0
59;8749;10;13;13;1;nowy;centrum;0
54;3424;10;14;23;2;powracajacy;zachod;0
42;8664;20;5;23;1;powracajacy;wschod;0
40;8542;53;5;4;7;vip;zachod;0
49;4751;40;9;3;7;powracajacy;zachod;0
29;2985;12;15;9;3;powracajacy;polnoc;0
49;6400;3;8;3;3;nowy;centrum;0
46;2719;46;2;19;6;powracajacy;poludnie;0
64;4406;37;19;17;6;powracajacy;centrum;0
47;8353;49;2;10;3;nowy;wschod;0
68;6598;13;16;8;7;powracajacy;zachod;0
23;7386;48;16;20;7;powracajacy;poludnie;0
47;6771;35;19;19;2;powracajacy;wschod;0
40;4044;21;3;0;2;powracajacy;zachod;0
45;6306;8;14;18;4;nowy;poludnie;0
30;9232;54;18;12;2;nowy;wschod;0
55;8983;39;1;12;7;nowy;centrum;0
52;1851;9;4;21;7;nowy;zachod;0
52;1324;58;19;23;1;nowy;polnoc;0
61;1077;16;4;19;6;nowy;polnoc;0
18;7853;2;10;3;4;nowy;wschod;0
61;3756;21;3;16;5;powracajacy;centrum;1
41;9544;23;13;2;1;nowy;polnoc;0
48;6569;30;17;12;7;nowy;poludnie;0
61;3134;21;3;16;2;nowy;poludnie;0
49;4989;51;7;10;3;vip;poludnie;0
30;8285;22;9;3;5;powracajacy;zachod;0
64;5481;48;5;16;1;nowy;poludnie;0
29;4598;2;7;14;1;vip;zachod;0
43;7646;39;1;0;6;nowy;polnoc;0
31;2054;31;16;7;2;powracajacy;zachod;0
31;7040;31;17;3;7;powracajacy;poludnie;0
61;5992;21;3;16;3;powracajacy;zachod;0
62;5238;8;12;20;2;powracajacy;centrum;0
60;7945;34;15;16;7;powracajacy;centrum;0
42;8015;14;19;15;1;nowy;poludnie;0
56;8688;51;10;4;2;powracajacy;centrum;0
49;8550;32;4;0;3;nowy;polnoc;0
68;9367;40;6;17;2;powracajacy;zachod;0
23;2975;2;17;11;3;nowy;polnoc;0
53;6111;28;13;0;3;nowy;centrum;0
18;9628;18;17;17;5;vip;poludnie;1
23;2764;56;18;13;3;nowy;poludnie;0
68;2559;46;6;12;2;powracajacy;poludnie;0
40;3707;42;4;21;1;nowy;zachod;0
39;7215;12;16;2;6;nowy;polnoc;0
52;8567;38;6;13;4;vip;zachod;1
48;9900;38;12;7;5;powracajacy;wschod;0
61;6016;30;4;6;5;nowy;zachod;1
45;5213;50;17;7;2;nowy;polnoc;0
67;2359;48;14;16;4;nowy;polnoc;0
25;4250;39;11;5;2;nowy;wschod;1
35;9740;50;13;17;1;nowy;poludnie;0
61;1926;25;16;13;1;powracajacy;polnoc;0
45;2000;50;3;2;1;nowy;zachod;0
21;7802;2;10;3;5;nowy;wschod;0
41;1819;40;9;14;7;nowy;poludnie;0
47;4837;17;10;8;7;powracajacy;polnoc;1
34;5385;11;18;8;4;nowy;centrum;0
58;7469;54;3;19;2;powracajacy;wschod;0
26;3786;47;2;23;7;powracajacy;centrum;0
24;4679;56;19;23;1;powracajacy;wschod;0
23;2413;23;16;6;5;powracajacy;zachod;0
26;5277;58;15;1;5;nowy;wschod;0
29;2177;44;11;18;1;nowy;centrum;0
62;1883;10;14;14;1;powracajacy;polnoc;0
61;3417;40;10;3;1;nowy;zachod;0
48;4156;56;13;10;2;powracajacy;centrum;0
36;8653;21;19;19;5;powracajacy;zachod;0
41;4133;47;14;6;4;powracajacy;polnoc;0
36;6240;7;19;1;7;nowy;poludnie;0
50;6343;19;9;14;1;powracajacy;centrum;0
28;2141;56;1;10;3;nowy;poludnie;0
64;2540;57;10;18;1;nowy;poludnie;0
32;2194;49;6;9;2;nowy;centrum;0
45;3523;41;10;23;1;nowy;poludnie;0
23;8593;3;5;17;4;powracajacy;centrum;0
39;7763;30;18;15;4;nowy;zachod;0
41;6467;29;16;15;2;powracajacy;centrum;0
68;4247;30;6;0;6;nowy;poludnie;0
39;3849;29;3;12;3;nowy;wschod;0
67;6946;59;8;13;2;powracajacy;wschod;1
50;9986;48;7;16;7;nowy;zachod;0
61;2526;20;6;0;2;nowy;centrum;0
32;8025;55;13;4;5;nowy;zachod;0
39;1384;3;8;13;2;nowy;polnoc;0
38;2959;32;17;23;6;powracajacy;centrum;0
41;7759;58;9;3;5;nowy;zachod;0
24;6597;45;19;23;6;nowy;centrum;0
22;9457;28;15;5;2;powracajacy;polnoc;0
27;7385;52;8;6;7;nowy;poludnie;0
24;9495;21;12;22;7;vip;poludnie;1
24;2814;54;13;7;5;powracajacy;wschod;0
58;6679;40;13;3;4;nowy;poludnie;0
61;9045;48;17;19;4;powracajacy;wschod;0
18;3753;10;6;1;5;nowy;wschod;1
21;6402;17;13;9;3;powracajacy;zachod;0
54;3633;7;17;17;7;powracajacy;zachod;0
44;8839;39;16;5;3;vip;wschod;0
46;1895;31;9;20;3;powracajacy;centrum;0
32;7593;34;9;18;7;nowy;zachod;0
23;6628;38;17;21;1;powracajacy;wschod;0
56;7391;34;17;8;5;nowy;wschod;0
39;2705;48;15;0;2;powracajacy;polnoc;0
61;8684;48;1;13;5;powracajacy;polnoc;0
40;6602;50;19;19;6;powracajacy;centrum;0
67;7595;3;2;8;3;powracajacy;zachod;0
54;9505;16;9;5;7;powracajacy;zachod;0
36;3781;32;7;5;4;nowy;wschod;0
34;2173;18;4;2;4;powracajacy;polnoc;0
27;2149;17;19;9;4;powracajacy;poludnie;0
18;1346;37;17;6;2;nowy;zachod;0
67;3306;36;1;6;7;nowy;centrum;0
